7503045.94050000	5790583.96580000	85.04491595
7503046.44050000	5790583.96580000	85.01496622
7503046.94050000	5790583.96580000	85.00464156
7503047.44050000	5790583.96580000	84.98712458
7503047.94050000	5790583.96580000	84.97158580
7503048.44050000	5790583.96580000	84.95445890
7503048.94050000	5790583.96580000	84.87840000
7503049.44050000	5790583.96580000	84.87040000
7503049.94050000	5790583.96580000	84.89724139
7503050.44050000	5790583.96580000	84.88916386
7503050.94050000	5790583.96580000	84.89099485
7503051.44050000	5790583.96580000	84.87850293
7503051.94050000	5790583.96580000	84.82640000
7503052.44050000	5790583.96580000	84.81940000
7503052.94050000	5790583.96580000	84.82080000
7503053.44050000	5790583.96580000	84.88913442
7503053.94050000	5790583.96580000	84.92171865
7503054.44050000	5790583.96580000	84.87200000
7503054.94050000	5790583.96580000	84.86980000
7503055.44050000	5790583.96580000	85.00318327
7503055.94050000	5790583.96580000	85.03012426
7503056.44050000	5790583.96580000	85.06337825
7503056.94050000	5790583.96580000	85.08164464
7503057.44050000	5790583.96580000	85.08561648
7503057.94050000	5790583.96580000	85.10660119
7503058.44050000	5790583.96580000	85.10231572
7503058.94050000	5790583.96580000	85.13154145
7503059.44050000	5790583.96580000	85.13218616
7503059.94050000	5790583.96580000	85.04400000
7503060.44050000	5790583.96580000	85.16599518
7503060.94050000	5790583.96580000	85.18081141
7503061.44050000	5790583.96580000	85.20705722
7503061.94050000	5790583.96580000	85.22363894
7503062.44050000	5790583.96580000	85.23865142
7503062.94050000	5790583.96580000	85.25022032
7503063.44050000	5790583.96580000	85.25751288
7503063.94050000	5790583.96580000	85.26277115
7503064.44050000	5790583.96580000	85.26380970
7503064.94050000	5790583.96580000	85.26282458
7503065.44050000	5790583.96580000	85.25799919
7503065.94050000	5790583.96580000	85.25089395
7503066.44050000	5790583.96580000	85.24033750
7503066.94050000	5790583.96580000	85.22759020
7503067.44050000	5790583.96580000	85.21036737
7503067.94050000	5790583.96580000	85.18754953
7503068.44050000	5790583.96580000	85.16362497
7503068.94050000	5790583.96580000	85.13091270
7503069.44050000	5790583.96580000	85.07594883
7503069.94050000	5790583.96580000	85.03981581
7503070.44050000	5790583.96580000	84.99641068
7503070.94050000	5790583.96580000	84.97124953
7503071.44050000	5790583.96580000	84.91708020
7503071.94050000	5790583.96580000	84.80900000
7503072.44050000	5790583.96580000	84.82230000
7503072.94050000	5790583.96580000	84.79790000
7503073.44050000	5790583.96580000	84.84370000
7503073.94050000	5790583.96580000	84.77830000
7503074.44050000	5790583.96580000	84.91580000
7503074.94050000	5790583.96580000	85.17340000
7503075.44050000	5790583.96580000	85.16760000
7503075.94050000	5790583.96580000	85.18258888
7503076.44050000	5790583.96580000	85.19136753
7503076.94050000	5790583.96580000	85.20160324
7503077.44050000	5790583.96580000	85.20706284
7503077.94050000	5790583.96580000	85.20642474
7503078.44050000	5790583.96580000	85.21262535
7503045.94050000	5790584.46580000	85.04881019
7503046.44050000	5790584.46580000	85.03225388
7503046.94050000	5790584.46580000	85.02962189
7503047.44050000	5790584.46580000	85.00955594
7503047.94050000	5790584.46580000	84.99557083
7503048.44050000	5790584.46580000	84.98374545
7503048.94050000	5790584.46580000	84.87840000
7503049.44050000	5790584.46580000	84.87040000
7503049.94050000	5790584.46580000	84.93624349
7503050.44050000	5790584.46580000	84.92617181
7503050.94050000	5790584.46580000	84.92897226
7503051.44050000	5790584.46580000	84.92396241
7503051.94050000	5790584.46580000	84.82640000
7503052.44050000	5790584.46580000	84.81940000
7503052.94050000	5790584.46580000	84.82080000
7503053.44050000	5790584.46580000	84.93658273
7503053.94050000	5790584.46580000	84.95748475
7503054.44050000	5790584.46580000	84.87200000
7503054.94050000	5790584.46580000	84.86980000
7503055.44050000	5790584.46580000	85.03027172
7503055.94050000	5790584.46580000	85.04985112
